date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Aug 13 2023,2023-08-13,3.586,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 14 2023,2023-08-14,3.028,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 15 2023,2023-08-15,3.228,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 16 2023,2023-08-16,3.374,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 17 2023,2023-08-17,3.055,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 18 2023,2023-08-18,2.838,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 19 2023,2023-08-19,3.166,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 20 2023,2023-08-20,3.289,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 21 2023,2023-08-21,3.224,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 22 2023,2023-08-22,2.96,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 23 2023,2023-08-23,3.108,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 24 2023,2023-08-24,3.018,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 25 2023,2023-08-25,3.039,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 26 2023,2023-08-26,2.941,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 27 2023,2023-08-27,3.253,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 28 2023,2023-08-28,3.406,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 29 2023,2023-08-29,3.064,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 30 2023,2023-08-30,3.2,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Aug 31 2023,2023-08-31,3.067,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 01 2023,2023-09-01,3.222,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 02 2023,2023-09-02,3.374,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 03 2023,2023-09-03,3.053,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 04 2023,2023-09-04,3.46,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 05 2023,2023-09-05,3.533,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 06 2023,2023-09-06,3.673,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 07 2023,2023-09-07,3.526,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 08 2023,2023-09-08,3.647,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 09 2023,2023-09-09,3.646,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 10 2023,2023-09-10,3.767,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 11 2023,2023-09-11,3.146,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 12 2023,2023-09-12,3.563,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 13 2023,2023-09-13,3.372,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 14 2023,2023-09-14,3.398,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 15 2023,2023-09-15,3.156,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 16 2023,2023-09-16,3.327,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 17 2023,2023-09-17,3.103,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 18 2023,2023-09-18,2.745,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 19 2023,2023-09-19,3.141,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 20 2023,2023-09-20,2.619,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 21 2023,2023-09-21,3.118,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 22 2023,2023-09-22,3.153,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 23 2023,2023-09-23,3.149,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 24 2023,2023-09-24,3.197,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 25 2023,2023-09-25,3.203,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 26 2023,2023-09-26,3.295,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 27 2023,2023-09-27,3.418,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 28 2023,2023-09-28,3.12,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 29 2023,2023-09-29,3.258,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Sep 30 2023,2023-09-30,3.455,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 01 2023,2023-10-01,3.285,23,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 02 2023,2023-10-02,3.368,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 03 2023,2023-10-03,3.397,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 04 2023,2023-10-04,3.384,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 05 2023,2023-10-05,3.051,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 06 2023,2023-10-06,3.209,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 07 2023,2023-10-07,3.206,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 08 2023,2023-10-08,3.377,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 09 2023,2023-10-09,3.383,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 10 2023,2023-10-10,3.328,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 11 2023,2023-10-11,3.504,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 12 2023,2023-10-12,3.132,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 13 2023,2023-10-13,3.306,25,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 14 2023,2023-10-14,3.386,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 15 2023,2023-10-15,3.355,29,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 16 2023,2023-10-16,3.178,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 17 2023,2023-10-17,3.574,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 18 2023,2023-10-18,3.489,26,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 19 2023,2023-10-19,3.605,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 20 2023,2023-10-20,3.722,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 21 2023,2023-10-21,3.862,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 22 2023,2023-10-22,3.524,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 23 2023,2023-10-23,3.632,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 24 2023,2023-10-24,3.535,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 25 2023,2023-10-25,3.221,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 26 2023,2023-10-26,3.483,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 27 2023,2023-10-27,3.539,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 28 2023,2023-10-28,3.597,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 29 2023,2023-10-29,3.188,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 30 2023,2023-10-30,3.16,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Oct 31 2023,2023-10-31,2.873,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 01 2023,2023-11-01,2.888,6,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 02 2023,2023-11-02,3.245,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 03 2023,2023-11-03,3.24,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 04 2023,2023-11-04,3.117,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 05 2023,2023-11-05,3.006,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 06 2023,2023-11-06,2.854,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 07 2023,2023-11-07,2.788,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 08 2023,2023-11-08,3.004,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 09 2023,2023-11-09,3.046,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 10 2023,2023-11-10,3.205,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 11 2023,2023-11-11,3.209,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 12 2023,2023-11-12,2.848,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 13 2023,2023-11-13,3.065,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 14 2023,2023-11-14,3.053,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 15 2023,2023-11-15,3.217,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 16 2023,2023-11-16,3.222,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 17 2023,2023-11-17,2.821,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 18 2023,2023-11-18,3.141,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 19 2023,2023-11-19,2.967,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 20 2023,2023-11-20,2.806,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 21 2023,2023-11-21,3.075,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 22 2023,2023-11-22,2.829,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 23 2023,2023-11-23,2.79,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 24 2023,2023-11-24,2.623,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 25 2023,2023-11-25,2.789,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 26 2023,2023-11-26,2.742,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 27 2023,2023-11-27,2.789,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 28 2023,2023-11-28,2.572,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 29 2023,2023-11-29,2.794,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Nov 30 2023,2023-11-30,2.808,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 01 2023,2023-12-01,2.717,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 02 2023,2023-12-02,2.887,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 03 2023,2023-12-03,2.777,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 04 2023,2023-12-04,2.791,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 05 2023,2023-12-05,2.842,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 06 2023,2023-12-06,2.869,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 07 2023,2023-12-07,2.97,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 08 2023,2023-12-08,2.862,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 09 2023,2023-12-09,2.842,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 10 2023,2023-12-10,2.915,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 11 2023,2023-12-11,2.878,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 12 2023,2023-12-12,2.717,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 13 2023,2023-12-13,2.912,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 14 2023,2023-12-14,2.917,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 15 2023,2023-12-15,2.763,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 16 2023,2023-12-16,2.865,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 17 2023,2023-12-17,2.893,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 18 2023,2023-12-18,2.834,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 19 2023,2023-12-19,2.539,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 20 2023,2023-12-20,2.695,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 21 2023,2023-12-21,2.794,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 22 2023,2023-12-22,2.777,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 23 2023,2023-12-23,2.664,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 24 2023,2023-12-24,2.667,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 25 2023,2023-12-25,2.78,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 26 2023,2023-12-26,2.825,5,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 27 2023,2023-12-27,2.779,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 28 2023,2023-12-28,2.659,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 29 2023,2023-12-29,2.764,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 30 2023,2023-12-30,2.671,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Dec 31 2023,2023-12-31,2.794,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 01 2024,2024-01-01,2.866,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 02 2024,2024-01-02,2.594,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 03 2024,2024-01-03,2.683,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 04 2024,2024-01-04,2.727,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 05 2024,2024-01-05,2.656,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 06 2024,2024-01-06,2.312,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 07 2024,2024-01-07,2.588,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 08 2024,2024-01-08,2.696,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 09 2024,2024-01-09,2.528,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 10 2024,2024-01-10,2.826,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 11 2024,2024-01-11,2.835,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 12 2024,2024-01-12,2.728,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 13 2024,2024-01-13,2.752,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 14 2024,2024-01-14,2.658,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 15 2024,2024-01-15,2.664,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 16 2024,2024-01-16,2.668,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 17 2024,2024-01-17,2.823,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 18 2024,2024-01-18,2.419,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 19 2024,2024-01-19,2.741,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 20 2024,2024-01-20,2.669,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 21 2024,2024-01-21,2.615,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 22 2024,2024-01-22,2.598,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 23 2024,2024-01-23,2.696,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 24 2024,2024-01-24,2.193,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 25 2024,2024-01-25,2.635,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 26 2024,2024-01-26,2.686,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 27 2024,2024-01-27,1.954,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 28 2024,2024-01-28,2.656,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 29 2024,2024-01-29,2.676,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 30 2024,2024-01-30,2.558,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Jan 31 2024,2024-01-31,2.548,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 01 2024,2024-02-01,2.379,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 02 2024,2024-02-02,2.65,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 03 2024,2024-02-03,2.271,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 04 2024,2024-02-04,2.471,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 05 2024,2024-02-05,2.656,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 06 2024,2024-02-06,2.701,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 07 2024,2024-02-07,2.604,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 08 2024,2024-02-08,2.564,19,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 09 2024,2024-02-09,2.501,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 10 2024,2024-02-10,2.594,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 11 2024,2024-02-11,2.633,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 12 2024,2024-02-12,2.577,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 13 2024,2024-02-13,2.528,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 14 2024,2024-02-14,2.598,24,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 15 2024,2024-02-15,2.749,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 16 2024,2024-02-16,2.844,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 17 2024,2024-02-17,2.567,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 18 2024,2024-02-18,2.612,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 19 2024,2024-02-19,2.788,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 20 2024,2024-02-20,2.788,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 21 2024,2024-02-21,2.994,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 22 2024,2024-02-22,2.747,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 23 2024,2024-02-23,2.663,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 24 2024,2024-02-24,2.701,22,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 25 2024,2024-02-25,2.881,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 26 2024,2024-02-26,2.689,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 27 2024,2024-02-27,2.798,21,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 28 2024,2024-02-28,2.959,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Feb 29 2024,2024-02-29,2.798,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 01 2024,2024-03-01,3.127,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 02 2024,2024-03-02,3.009,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 03 2024,2024-03-03,3.077,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 04 2024,2024-03-04,2.772,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 05 2024,2024-03-05,2.99,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 06 2024,2024-03-06,3.051,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 07 2024,2024-03-07,3.236,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 08 2024,2024-03-08,3.186,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 09 2024,2024-03-09,3.052,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 10 2024,2024-03-10,3.052,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 11 2024,2024-03-11,3.115,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 12 2024,2024-03-12,3.179,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 13 2024,2024-03-13,2.909,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 14 2024,2024-03-14,3.0,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 15 2024,2024-03-15,2.945,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 16 2024,2024-03-16,2.914,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 17 2024,2024-03-17,2.669,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 18 2024,2024-03-18,2.736,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 19 2024,2024-03-19,2.763,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 20 2024,2024-03-20,2.625,18,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 21 2024,2024-03-21,2.815,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 22 2024,2024-03-22,2.682,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 23 2024,2024-03-23,2.835,20,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 24 2024,2024-03-24,2.774,17,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 25 2024,2024-03-25,2.779,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 26 2024,2024-03-26,2.759,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 27 2024,2024-03-27,2.874,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 28 2024,2024-03-28,2.865,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 29 2024,2024-03-29,2.793,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 30 2024,2024-03-30,2.507,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Mar 31 2024,2024-03-31,2.725,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 01 2024,2024-04-01,2.535,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 02 2024,2024-04-02,2.64,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 03 2024,2024-04-03,2.698,13,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 04 2024,2024-04-04,2.605,14,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 05 2024,2024-04-05,2.722,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 06 2024,2024-04-06,2.661,16,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 07 2024,2024-04-07,2.865,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 08 2024,2024-04-08,2.727,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 09 2024,2024-04-09,2.748,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 10 2024,2024-04-10,2.702,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 11 2024,2024-04-11,2.702,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 12 2024,2024-04-12,2.611,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 13 2024,2024-04-13,2.658,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 14 2024,2024-04-14,2.706,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 15 2024,2024-04-15,2.754,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 16 2024,2024-04-16,2.621,4,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 17 2024,2024-04-17,2.55,8,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 18 2024,2024-04-18,2.657,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 19 2024,2024-04-19,2.459,15,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 20 2024,2024-04-20,2.601,12,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 21 2024,2024-04-21,2.589,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 22 2024,2024-04-22,2.481,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 23 2024,2024-04-23,2.452,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 24 2024,2024-04-24,2.381,10,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 25 2024,2024-04-25,2.555,7,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 26 2024,2024-04-26,2.499,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 27 2024,2024-04-27,2.429,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 28 2024,2024-04-28,2.534,9,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 29 2024,2024-04-29,2.562,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
Apr 30 2024,2024-04-30,2.626,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
May 01 2024,2024-05-01,2.474,11,USP-S | Torque,USP-S,Torque,Well-Worn,1,1,1
