date,py_date,median_price,volume_sold,item,weapon,skin,wear,stattrak,treated_unit,post_treat
Nov 12 2014,2014-11-12,5.684,239,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 13 2014,2014-11-13,6.277,178,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 14 2014,2014-11-14,6.308,133,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 15 2014,2014-11-15,6.393,153,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 16 2014,2014-11-16,6.186,140,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 17 2014,2014-11-17,6.124,130,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 18 2014,2014-11-18,6.166,121,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 19 2014,2014-11-19,6.237,100,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 20 2014,2014-11-20,6.365,119,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 21 2014,2014-11-21,6.304,126,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 22 2014,2014-11-22,6.372,147,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 23 2014,2014-11-23,5.928,130,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 24 2014,2014-11-24,6.055,134,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 25 2014,2014-11-25,6.587,113,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 26 2014,2014-11-26,6.871,116,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 27 2014,2014-11-27,6.917,158,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 28 2014,2014-11-28,6.852,159,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 29 2014,2014-11-29,9.264,35,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Nov 30 2014,2014-11-30,6.777,274,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 01 2014,2014-12-01,6.177,160,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 02 2014,2014-12-02,6.612,153,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 03 2014,2014-12-03,7.324,127,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 04 2014,2014-12-04,7.179,128,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 05 2014,2014-12-05,7.993,122,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 06 2014,2014-12-06,7.885,149,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 07 2014,2014-12-07,7.302,147,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 08 2014,2014-12-08,7.026,173,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 09 2014,2014-12-09,7.607,128,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 10 2014,2014-12-10,7.848,143,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 11 2014,2014-12-11,7.916,120,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 12 2014,2014-12-12,7.454,139,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 13 2014,2014-12-13,7.513,152,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 14 2014,2014-12-14,7.424,162,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 15 2014,2014-12-15,7.324,156,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 16 2014,2014-12-16,7.572,155,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 17 2014,2014-12-17,7.107,160,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 18 2014,2014-12-18,7.3,137,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 19 2014,2014-12-19,7.506,171,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 20 2014,2014-12-20,7.201,175,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 21 2014,2014-12-21,6.936,177,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 22 2014,2014-12-22,6.999,162,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 23 2014,2014-12-23,7.108,151,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 24 2014,2014-12-24,6.982,215,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 25 2014,2014-12-25,7.778,227,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 26 2014,2014-12-26,8.303,202,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 27 2014,2014-12-27,7.844,215,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 28 2014,2014-12-28,7.649,194,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 29 2014,2014-12-29,7.82,169,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 30 2014,2014-12-30,7.618,221,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Dec 31 2014,2014-12-31,7.684,169,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 01 2015,2015-01-01,7.585,151,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 02 2015,2015-01-02,7.514,217,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 03 2015,2015-01-03,7.589,202,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 04 2015,2015-01-04,7.513,200,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 05 2015,2015-01-05,7.308,207,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 06 2015,2015-01-06,7.585,183,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 07 2015,2015-01-07,7.619,153,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 08 2015,2015-01-08,7.525,175,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 09 2015,2015-01-09,7.327,260,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 10 2015,2015-01-10,7.334,280,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 11 2015,2015-01-11,7.037,247,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 12 2015,2015-01-12,7.147,228,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 13 2015,2015-01-13,7.201,224,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 14 2015,2015-01-14,7.32,233,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 15 2015,2015-01-15,7.264,218,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 16 2015,2015-01-16,6.984,212,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 17 2015,2015-01-17,6.89,227,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 18 2015,2015-01-18,6.852,240,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 19 2015,2015-01-19,6.628,216,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 20 2015,2015-01-20,6.749,207,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 21 2015,2015-01-21,6.996,190,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 22 2015,2015-01-22,6.821,197,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 23 2015,2015-01-23,7.065,207,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 24 2015,2015-01-24,7.128,258,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 25 2015,2015-01-25,6.505,279,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 26 2015,2015-01-26,6.39,212,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 27 2015,2015-01-27,6.54,235,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 28 2015,2015-01-28,6.581,192,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 29 2015,2015-01-29,6.63,204,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 30 2015,2015-01-30,6.409,249,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jan 31 2015,2015-01-31,6.759,260,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 01 2015,2015-02-01,6.471,265,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 02 2015,2015-02-02,6.465,208,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 03 2015,2015-02-03,6.544,219,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 04 2015,2015-02-04,6.522,210,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 05 2015,2015-02-05,6.65,224,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 06 2015,2015-02-06,6.494,244,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 07 2015,2015-02-07,6.487,280,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 08 2015,2015-02-08,5.905,237,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 09 2015,2015-02-09,6.237,200,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 10 2015,2015-02-10,6.242,197,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 11 2015,2015-02-11,6.466,215,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 12 2015,2015-02-12,6.322,220,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 13 2015,2015-02-13,6.311,266,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 14 2015,2015-02-14,6.453,269,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 15 2015,2015-02-15,6.478,260,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 16 2015,2015-02-16,6.484,233,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 17 2015,2015-02-17,6.45,229,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 18 2015,2015-02-18,6.52,221,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 19 2015,2015-02-19,6.661,211,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 20 2015,2015-02-20,6.484,250,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 21 2015,2015-02-21,6.91,229,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 22 2015,2015-02-22,6.721,221,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 23 2015,2015-02-23,6.931,183,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 24 2015,2015-02-24,6.942,188,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 25 2015,2015-02-25,6.808,195,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 26 2015,2015-02-26,6.975,204,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 27 2015,2015-02-27,6.813,267,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Feb 28 2015,2015-02-28,6.809,242,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 01 2015,2015-03-01,6.686,263,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 02 2015,2015-03-02,6.941,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 03 2015,2015-03-03,6.813,211,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 04 2015,2015-03-04,6.788,189,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 05 2015,2015-03-05,6.784,191,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 06 2015,2015-03-06,6.756,218,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 07 2015,2015-03-07,6.596,243,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 08 2015,2015-03-08,6.602,241,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 09 2015,2015-03-09,6.489,228,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 10 2015,2015-03-10,6.247,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 11 2015,2015-03-11,6.505,170,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 12 2015,2015-03-12,6.303,205,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 13 2015,2015-03-13,6.536,246,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 14 2015,2015-03-14,6.62,295,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 15 2015,2015-03-15,6.311,306,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 16 2015,2015-03-16,6.235,275,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 17 2015,2015-03-17,6.463,219,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 18 2015,2015-03-18,6.614,184,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 19 2015,2015-03-19,6.642,237,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 20 2015,2015-03-20,7.054,209,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 21 2015,2015-03-21,6.722,258,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 22 2015,2015-03-22,6.608,244,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 23 2015,2015-03-23,6.636,214,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 24 2015,2015-03-24,6.487,221,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 25 2015,2015-03-25,6.819,216,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 26 2015,2015-03-26,6.828,222,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 27 2015,2015-03-27,6.815,249,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 28 2015,2015-03-28,6.842,263,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 29 2015,2015-03-29,6.596,275,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 30 2015,2015-03-30,6.567,240,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Mar 31 2015,2015-03-31,6.75,238,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 01 2015,2015-04-01,5.943,583,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 02 2015,2015-04-02,5.929,435,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 03 2015,2015-04-03,5.944,397,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 04 2015,2015-04-04,5.927,439,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 05 2015,2015-04-05,5.946,471,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 06 2015,2015-04-06,6.051,407,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 07 2015,2015-04-07,6.247,385,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 08 2015,2015-04-08,6.181,370,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 09 2015,2015-04-09,5.983,365,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 10 2015,2015-04-10,6.11,355,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 11 2015,2015-04-11,5.912,445,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 12 2015,2015-04-12,5.834,437,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 13 2015,2015-04-13,5.837,346,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 14 2015,2015-04-14,5.648,342,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 15 2015,2015-04-15,5.616,335,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 16 2015,2015-04-16,5.276,503,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 17 2015,2015-04-17,5.184,450,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 18 2015,2015-04-18,5.161,487,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 19 2015,2015-04-19,5.001,423,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 20 2015,2015-04-20,5.061,419,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 21 2015,2015-04-21,4.953,339,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 22 2015,2015-04-22,5.063,343,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 23 2015,2015-04-23,5.274,348,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 24 2015,2015-04-24,5.487,373,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 25 2015,2015-04-25,5.403,439,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 26 2015,2015-04-26,5.237,398,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 27 2015,2015-04-27,5.368,371,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 28 2015,2015-04-28,5.582,327,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 29 2015,2015-04-29,5.699,317,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Apr 30 2015,2015-04-30,5.873,344,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 01 2015,2015-05-01,5.506,411,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 02 2015,2015-05-02,5.66,477,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 03 2015,2015-05-03,5.627,402,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 04 2015,2015-05-04,5.491,381,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 05 2015,2015-05-05,5.669,357,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 06 2015,2015-05-06,5.692,346,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 07 2015,2015-05-07,5.771,322,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 08 2015,2015-05-08,5.639,405,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 09 2015,2015-05-09,5.821,401,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 10 2015,2015-05-10,5.603,406,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 11 2015,2015-05-11,5.684,323,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 12 2015,2015-05-12,5.619,377,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 13 2015,2015-05-13,5.802,380,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 14 2015,2015-05-14,5.741,367,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 15 2015,2015-05-15,5.756,386,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 16 2015,2015-05-16,5.8,407,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 17 2015,2015-05-17,5.676,410,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 18 2015,2015-05-18,5.647,350,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 19 2015,2015-05-19,5.659,323,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 20 2015,2015-05-20,5.648,341,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 21 2015,2015-05-21,5.897,316,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 22 2015,2015-05-22,5.729,384,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 23 2015,2015-05-23,5.762,412,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 24 2015,2015-05-24,5.77,385,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 25 2015,2015-05-25,5.621,380,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 26 2015,2015-05-26,5.645,359,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 27 2015,2015-05-27,3.965,943,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 28 2015,2015-05-28,4.38,561,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 29 2015,2015-05-29,4.537,523,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 30 2015,2015-05-30,4.756,464,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
May 31 2015,2015-05-31,4.833,487,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 01 2015,2015-06-01,4.941,454,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 02 2015,2015-06-02,5.069,420,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 03 2015,2015-06-03,4.847,433,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 04 2015,2015-06-04,4.662,420,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 05 2015,2015-06-05,4.447,456,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 06 2015,2015-06-06,4.406,454,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 07 2015,2015-06-07,4.579,408,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 08 2015,2015-06-08,4.426,407,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 09 2015,2015-06-09,4.394,390,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 10 2015,2015-06-10,4.54,418,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 11 2015,2015-06-11,4.296,406,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 12 2015,2015-06-12,3.903,452,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 13 2015,2015-06-13,3.833,490,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 14 2015,2015-06-14,3.702,512,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 15 2015,2015-06-15,3.555,457,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 16 2015,2015-06-16,3.715,420,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 17 2015,2015-06-17,3.784,444,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 18 2015,2015-06-18,3.811,421,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 19 2015,2015-06-19,3.871,456,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 20 2015,2015-06-20,3.756,458,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 21 2015,2015-06-21,3.63,418,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 22 2015,2015-06-22,3.647,437,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 23 2015,2015-06-23,3.879,371,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 24 2015,2015-06-24,4.187,380,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 25 2015,2015-06-25,4.276,337,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 26 2015,2015-06-26,4.22,361,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 27 2015,2015-06-27,4.396,363,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 28 2015,2015-06-28,4.095,370,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 29 2015,2015-06-29,4.212,390,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jun 30 2015,2015-06-30,4.189,411,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 01 2015,2015-07-01,4.325,347,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 02 2015,2015-07-02,4.219,404,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 03 2015,2015-07-03,4.345,344,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 04 2015,2015-07-04,4.363,354,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 05 2015,2015-07-05,4.25,344,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 06 2015,2015-07-06,4.566,338,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 07 2015,2015-07-07,4.458,353,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 08 2015,2015-07-08,4.404,321,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 09 2015,2015-07-09,4.584,393,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 10 2015,2015-07-10,4.574,325,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 11 2015,2015-07-11,4.436,374,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 12 2015,2015-07-12,4.237,381,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 13 2015,2015-07-13,4.22,386,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 14 2015,2015-07-14,4.255,347,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 15 2015,2015-07-15,4.168,354,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 16 2015,2015-07-16,4.24,344,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 17 2015,2015-07-17,4.284,367,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 18 2015,2015-07-18,4.242,367,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 19 2015,2015-07-19,4.317,354,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 20 2015,2015-07-20,4.223,429,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 21 2015,2015-07-21,4.257,396,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 22 2015,2015-07-22,4.29,298,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 23 2015,2015-07-23,4.19,377,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 24 2015,2015-07-24,4.209,352,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 25 2015,2015-07-25,4.321,330,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 26 2015,2015-07-26,4.119,367,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 27 2015,2015-07-27,4.134,371,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 28 2015,2015-07-28,4.18,366,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 29 2015,2015-07-29,4.267,329,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 30 2015,2015-07-30,4.15,343,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Jul 31 2015,2015-07-31,4.177,394,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 01 2015,2015-08-01,4.084,386,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
Aug 02 2015,2015-08-02,4.189,352,USP-S | Guardian,USP-S,Guardian,Factory New,1,1,0
